,288,297,299,301,311,314,327,329,332,334,340,343,349,350,923,929,932,948,951,952
max_flood_level_w_2_05,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1
max_flood_level_w_2_10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
max_flood_level_w_2_15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_w_2_25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
max_flood_level_w_3_05,4,2,0,4,0,0,0,0,0,3,8,7,6,0,0,0,1,0,0,5
max_flood_level_w_3_10,1,0,0,3,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,5
max_flood_level_w_3_15,0,2,0,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2
max_flood_level_w_3_25,0,2,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
max_flood_level_w_4_05,10,5,5,8,2,0,2,2,2,9,14,13,11,0,0,0,7,0,0,11
max_flood_level_w_4_10,8,5,3,8,0,0,0,0,1,8,13,10,9,0,0,0,5,0,0,10
max_flood_level_w_4_15,5,6,1,9,0,0,0,0,0,5,11,6,6,0,0,0,4,0,0,8
max_flood_level_w_4_25,4,7,1,10,0,0,0,0,0,5,12,5,7,0,0,0,4,0,0,8
max_flood_level_w_5_05,14,8,10,11,7,0,7,9,7,13,18,18,15,1,2,0,12,3,0,16
max_flood_level_w_5_10,13,8,8,10,5,0,4,5,6,13,17,16,14,0,1,0,10,5,0,15
max_flood_level_w_5_15,10,9,6,11,2,0,1,2,3,11,14,10,11,0,0,0,9,2,0,12
max_flood_level_w_5_25,10,11,7,13,1,1,2,4,3,12,15,9,11,0,0,0,10,1,0,12
max_flood_level_wnw_2_05,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1
max_flood_level_wnw_2_10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
max_flood_level_wnw_2_15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_wnw_2_25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
max_flood_level_wnw_3_05,2,1,0,4,0,0,0,0,0,1,7,7,4,0,0,0,4,0,0,5
max_flood_level_wnw_3_10,0,0,0,3,0,0,0,0,0,0,6,5,1,0,0,0,4,0,0,5
max_flood_level_wnw_3_15,0,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,4
max_flood_level_wnw_3_25,0,0,0,5,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,3
max_flood_level_wnw_4_05,8,4,3,7,0,0,0,0,0,7,12,12,9,0,1,0,11,0,0,10
max_flood_level_wnw_4_10,6,4,2,7,0,0,0,0,0,7,11,10,7,0,3,0,12,1,0,10
max_flood_level_wnw_4_15,4,5,1,8,0,0,0,0,0,5,11,8,6,0,1,0,11,0,0,9
max_flood_level_wnw_4_25,4,6,1,9,0,0,0,0,0,6,12,6,6,0,0,0,8,0,0,9
max_flood_level_wnw_5_05,11,7,7,9,4,0,5,5,4,11,15,17,12,0,6,0,16,5,2,15
max_flood_level_wnw_5_10,10,7,6,9,3,0,3,0,3,11,15,16,11,0,9,0,17,6,3,15
max_flood_level_wnw_5_15,9,9,6,11,0,0,1,2,2,11,14,12,10,0,8,0,16,5,1,13
max_flood_level_wnw_5_25,9,9,7,12,0,0,2,4,3,12,15,11,11,0,5,0,14,3,0,12
max_flood_level_nw_2_05,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
max_flood_level_nw_2_10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
max_flood_level_nw_2_15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_nw_2_25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_nw_3_05,0,0,0,4,0,0,0,0,0,0,5,6,3,0,0,0,4,0,0,4
max_flood_level_nw_3_10,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4
max_flood_level_nw_3_15,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,3
max_flood_level_nw_3_25,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,2
max_flood_level_nw_4_05,5,3,1,6,0,0,0,0,0,5,10,11,7,0,1,0,11,0,0,9
max_flood_level_nw_4_10,3,4,0,6,0,0,0,0,0,4,9,9,5,0,4,0,12,0,0,9
max_flood_level_nw_4_15,1,4,0,7,0,0,0,0,0,3,8,8,4,0,3,0,11,0,0,8
max_flood_level_nw_4_25,1,3,1,7,0,0,0,0,0,4,11,6,5,0,0,0,8,0,0,8
max_flood_level_nw_5_05,9,6,5,8,2,0,2,0,1,9,13,15,10,0,6,0,16,3,3,12
max_flood_level_nw_5_10,8,6,4,9,0,0,0,0,0,9,13,14,9,0,10,1,18,5,3,13
max_flood_level_nw_5_15,6,7,4,10,0,0,0,0,0,8,12,12,8,0,10,1,17,4,2,12
max_flood_level_nw_5_25,7,7,5,10,0,0,1,0,0,10,14,10,9,0,6,0,14,3,0,11
max_flood_level_nnw_2_05,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
max_flood_level_nnw_2_10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_nnw_2_15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_nnw_2_25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_nnw_3_05,0,0,0,4,0,0,0,0,0,0,4,5,2,0,0,0,3,0,0,3
max_flood_level_nnw_3_10,0,0,0,3,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,2
max_flood_level_nnw_3_15,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1
max_flood_level_nnw_3_25,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
max_flood_level_nnw_4_05,4,3,0,5,0,0,0,0,0,3,8,9,6,0,0,0,10,0,0,7
max_flood_level_nnw_4_10,1,3,0,5,0,0,0,0,0,1,7,8,4,0,2,0,11,0,0,7
max_flood_level_nnw_4_15,0,3,0,6,0,0,0,0,0,0,6,6,2,0,1,0,9,0,0,6
max_flood_level_nnw_4_25,0,1,0,6,0,0,0,0,0,0,7,6,3,0,0,0,5,0,0,6
max_flood_level_nnw_5_05,7,5,3,7,0,0,0,0,0,7,11,12,8,0,5,0,15,2,1,10
max_flood_level_nnw_5_10,5,5,1,8,0,0,0,0,0,5,11,11,7,0,8,0,16,3,0,10
max_flood_level_nnw_5_15,3,6,1,8,0,0,0,0,0,3,9,10,6,0,7,0,14,2,0,9
max_flood_level_nnw_5_25,4,4,2,8,0,0,0,0,0,6,12,9,7,0,4,0,11,1,0,10
max_flood_level_n_2_05,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
max_flood_level_n_2_10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_n_2_15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_n_2_25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_n_3_05,0,0,0,3,0,0,0,0,0,0,4,2,2,0,0,0,3,0,0,2
max_flood_level_n_3_10,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0
max_flood_level_n_3_15,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
max_flood_level_n_3_25,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
max_flood_level_n_4_05,3,2,0,5,0,0,0,0,0,1,7,6,5,0,0,0,9,0,0,6
max_flood_level_n_4_10,0,2,0,5,0,0,0,0,0,0,6,5,4,0,0,0,8,0,0,5
max_flood_level_n_4_15,0,1,0,5,0,0,0,0,0,0,4,3,3,0,0,0,6,0,0,4
max_flood_level_n_4_25,0,0,0,4,0,0,0,0,0,0,5,3,1,0,0,0,3,0,0,3
max_flood_level_n_5_05,6,4,2,7,0,0,0,0,0,4,10,10,7,0,4,0,13,0,0,9
max_flood_level_n_5_10,3,4,0,7,0,0,0,0,0,2,9,8,6,0,5,0,14,0,0,8
max_flood_level_n_5_15,1,4,0,7,0,0,0,0,0,0,7,6,5,0,3,0,12,0,0,7
max_flood_level_n_5_25,0,2,0,7,0,0,0,0,0,0,8,5,5,0,0,0,7,0,0,7
max_flood_level_nne_2_05,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_nne_2_10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_nne_2_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_flood_level_nne_2_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max_flood_level_nne_3_05,0,0,0,3,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,1
max_flood_level_nne_3_10,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0
max_flood_level_nne_3_15,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_nne_3_25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
max_flood_level_nne_4_05,2,2,0,5,0,0,0,0,0,0,6,1,5,0,0,0,8,0,0,5
max_flood_level_nne_4_10,0,1,0,5,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,3
max_flood_level_nne_4_15,0,0,0,5,0,0,0,0,0,0,3,0,2,0,0,0,4,0,0,2
max_flood_level_nne_4_25,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
max_flood_level_nne_5_05,5,4,1,6,0,0,0,0,0,1,9,3,7,0,3,0,12,0,0,7
max_flood_level_nne_5_10,2,3,0,6,0,0,0,0,0,0,7,1,6,0,2,0,11,0,0,6
max_flood_level_nne_5_15,0,3,0,6,0,0,0,0,0,0,5,0,4,0,0,0,10,0,0,5
max_flood_level_nne_5_25,0,1,0,6,0,0,0,0,0,0,5,0,3,0,0,0,4,0,0,3
